Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,52.53,-27.69,93.2,1.59,34.99,18.8,-0.4,42.68,13.15,30.35,
3-Year Average,94.24,19.84,28.68,12.38,38.37,17.67,16.89,19.07,17.15,28.15,
5-Year Average,118.08,78.69,59.24,27.56,23.92,17.88,25.67,18.28,20.86,20.02,
10-Year Average,60.71,40.52,46.77,49.06,57.64,60.33,49.85,37.24,24.16,21.95,
