Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,135.35,32.07,-6.14,-11.99,4.02,-6.91,,,-6.48,-22.79,-3.7
3-Year Average,,82.24,42.89,2.95,-4.93,-5.19,,-16.16,-16.03,,
5-Year Average,,,,37.97,21.71,1.1,,-11.61,-10.53,-15.71,
10-Year Average,,,,,,,,,11.11,1.29,
