Key Efficiency Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Days Sales Outstanding,,,,,,,,,28.23,28.48,33.17
Days Inventory,,,,,,,,,82.51,84.4,88.86
Payables Period,,,,,,,,,54.55,60.53,59.99
Cash Conversion Cycle,,,,,,,,,56.19,52.34,62.04
Receivables Turnover,,,,,,,,,12.93,12.82,11.01
Inventory Turnover,,,,,,,,,4.42,4.32,4.11
Fixed Assets Turnover,,,,,,,,,2.29,2.27,2.29
Asset Turnover,,,,,,,,,0.34,0.44,0.66
