Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,1170.65,37.3,0.14,65.58,-25.89,7.96,11.29,11.0,
3-Year Average,,-26.3,15.97,,159.48,31.55,7.11,9.83,-3.79,10.07,
5-Year Average,,,,47.51,16.48,,84.61,12.74,8.11,10.36,
10-Year Average,,,,,,,,,26.28,13.38,
