Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,451.72,-28.13,-33.91,-53.95,-48.57,,,,,,54.55
3-Year Average,8.29,-3.76,37.87,-39.75,-46.11,47.92,,,,,
5-Year Average,,26.15,-9.62,-22.96,-9.1,8.98,,,,,
10-Year Average,,,,,,,,,,,
