Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,90.94,5.91,-9.51,8.96,14.73,10.83,4.92,3.46,9.4,12.1,-10.1
3-Year Average,44.57,36.39,22.32,1.46,4.2,11.48,10.08,6.36,5.9,8.26,
5-Year Average,33.77,29.31,23.7,20.13,18.0,5.84,5.64,8.5,8.59,8.09,
10-Year Average,41.43,23.35,17.24,16.94,17.23,18.99,16.87,15.85,14.21,12.94,
