Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,13.2,-64.09,-4.03,-50.92,-12.1,79.42,-89.88,869.09,-35.66,60.16,
3-Year Average,103.2,-6.82,-26.93,-44.69,-25.46,-8.18,-45.76,20.72,-14.24,115.35,
5-Year Average,42.66,16.04,23.66,-17.55,-29.98,-23.22,-40.41,-5.37,-0.1,12.63,
10-Year Average,,,,,-5.32,4.66,-16.84,8.18,-9.24,-11.19,
