Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,71.31,75.2,78.69,77.51,77.55,77.41,78.09,76.26,73.73,78.18,80.4
Gross Margin,28.69,24.8,21.31,22.49,22.45,22.59,21.91,23.74,26.27,21.82,19.6
SG&A,,,,,19.91,19.81,18.83,20.22,22.0,18.2,16.43
R&D,,,,,,,,,,,
Other,24.29,23.64,21.84,19.0,1.2,0.51,0.26,0.11,0.21,0.48,0.53
Operating Margin,4.53,1.16,-0.52,3.48,1.34,2.26,2.83,3.41,4.06,3.14,2.64
Net Int Inc & Other,-0.47,-0.53,-0.26,-0.34,-0.43,-0.41,-0.31,-0.27,-0.27,-0.22,-0.18
EBT Margin,4.06,0.63,-0.79,3.14,0.91,1.85,2.52,3.14,3.79,2.92,2.46
