Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,21.41,8.98,-4.0,9.03,5.01,1.39,3.18,12.64,-12.44,10.85,
3-Year Average,29.51,30.2,8.3,4.49,3.2,5.1,3.18,5.62,0.58,3.01,
5-Year Average,23.01,24.72,17.84,18.23,7.78,3.96,2.83,6.17,1.61,2.72,
10-Year Average,41.41,38.78,33.57,16.85,13.03,13.09,13.25,11.86,9.61,5.22,
