Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,11.58,5.25,-12.27,7.01,10.6,2.5,2.57,5.03,-1.2,1.87,-1.89
3-Year Average,9.2,8.43,1.0,-0.4,1.26,6.65,5.16,3.36,2.1,1.87,
5-Year Average,10.99,9.16,3.76,3.66,4.05,2.3,1.77,5.5,3.83,2.13,
10-Year Average,15.05,12.56,8.61,7.38,7.25,6.55,5.4,4.62,3.74,3.09,
