Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,1.96,1.96,1.64,2.22,0.99,0.89,0.96,1.77,2.43,1.98,1.89
Free Cash Flow/Sales %,-51.81,-6.34,-0.75,1.71,1.95,-3.93,5.93,7.93,4.9,-0.99,-5.48
Free Cash Flow/Net Income,-2.51,-0.52,-0.07,0.15,0.15,-0.26,0.45,0.49,0.25,-0.04,-0.33
