Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,32.43,-32.75,29.24,2.62,-15.04,29.79,21.94,11.63,25.77,9.49,42.49
3-Year Average,20.66,-4.25,4.79,-3.74,4.06,4.21,10.37,20.89,19.63,15.41,
5-Year Average,32.11,4.38,8.83,3.09,0.07,-0.33,12.26,9.03,13.55,19.46,
10-Year Average,18.03,15.01,24.31,12.45,14.2,14.75,8.25,8.93,8.19,9.34,
