Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,81.34,85.9,73.87,77.26,80.7,75.4,39.27,41.13,44.84,45.57,48.62
Gross Margin,18.66,14.1,26.13,22.74,19.3,24.6,60.73,58.87,55.16,54.43,51.38
SG&A,21.37,21.61,28.34,23.83,,,34.96,36.34,38.08,37.66,39.72
R&D,,,,,,,,,,,
Other,3.89,3.79,0.21,0.35,12.16,20.0,7.56,7.84,10.78,8.39,7.87
Operating Margin,-4.28,-8.39,3.09,5.16,7.14,4.6,20.26,17.06,10.79,10.51,5.13
Net Int Inc & Other,-2.35,-2.43,-1.03,-1.18,-1.35,,-10.32,-1.74,-1.44,-2.16,-2.07
EBT Margin,-6.63,-10.82,2.06,3.98,5.79,4.6,9.93,15.32,9.35,8.35,3.05
