Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,16.93,-19.08,67.89,-9.31,18.01,7.72,2.25,25.39,19.44,100.54,-58.79
3-Year Average,,2.4,16.68,7.2,21.57,4.86,9.13,11.36,15.26,44.28,
5-Year Average,9.71,3.99,,10.33,11.2,9.39,14.63,8.13,14.25,27.03,
10-Year Average,15.1,13.67,28.93,34.16,11.97,9.55,9.18,,12.27,18.85,
