Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-6.95,-34.77,-12.15,26.32,12.52,20.76,16.59,22.9,-4.79,-71.68,
3-Year Average,18.17,-6.55,-18.91,-10.21,7.68,19.73,16.58,20.05,10.91,-30.8,
5-Year Average,19.41,4.69,-1.11,-1.97,-5.39,-0.33,11.95,19.72,13.14,-14.14,
10-Year Average,,5.03,4.62,12.35,10.41,9.1,8.26,8.81,5.32,-9.87,
