Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-4.72,3.47,-12.44,15.3,-10.9,18.09,27.93,4.58,19.53,13.8,-27.52
3-Year Average,4.7,3.96,-4.79,1.46,-3.47,6.65,10.41,16.47,16.94,12.47,
5-Year Average,9.38,11.55,0.78,2.55,-2.37,1.91,6.32,10.17,10.97,16.53,
10-Year Average,5.0,4.55,1.67,2.31,7.89,5.58,8.91,5.37,6.68,6.66,
