Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,82.21,59.44,-21.85,-27.39,26.16,24.57,6.54,0.42,-1.74,-8.73,-14.3
3-Year Average,,,31.43,-3.28,-10.54,4.5,18.74,10.05,1.68,-3.43,
5-Year Average,,,,,15.77,7.29,-1.02,4.07,10.56,3.63,
10-Year Average,,,,,,,,,,9.53,
