Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,5.35,88.31,-76.01,134.14,-34.63,356.65,-40.48,-98.09,-29.77,6041.66,
3-Year Average,-6.67,35.54,-1.37,35.67,-11.08,91.2,21.12,-62.73,-80.03,-6.33,
5-Year Average,-1.14,10.06,-6.31,26.05,9.07,51.01,16.96,-39.77,-52.66,17.44,
10-Year Average,,,,26.48,4.81,20.06,12.97,-25.73,-24.68,13.38,
