Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,193.4,22.72,23.87,3.62,22.8,11.8,34.95,57.59,20.86,4.39,
3-Year Average,194.1,69.54,64.61,16.35,16.38,12.47,22.82,33.47,36.98,25.74,
5-Year Average,26.23,,107.72,44.29,41.51,16.68,18.92,24.78,28.68,24.57,
10-Year Average,21.75,18.9,15.97,11.66,16.3,21.36,,61.0,36.26,32.77,
