Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,94.0,,,-993.0,259.0,551.0,-912.0,,-411.0,,
Free Cash Flow Growth % YOY,,,,,-182.0,,,,-292.0,,
Cap Ex as a % of Sales,3.95,2.84,2.99,3.01,3.03,2.75,2.75,2.51,2.38,2.19,2.03
Free Cash Flow/Sales %,1.43,2.88,3.45,2.59,2.41,2.71,2.13,3.37,3.3,4.3,3.79
Free Cash Flow/Net Income,0.43,0.87,0.98,0.67,0.68,0.75,0.63,1.0,1.08,1.53,1.64
