Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-16.23,3.83,-3.6,12.1,1.8,35.07,25.35,-2.74,-1.95,-3.05,-4.97
3-Year Average,-17.32,-7.61,-5.7,3.91,3.23,15.52,19.9,18.09,6.13,-2.58,
5-Year Average,-4.08,-10.13,-10.77,-3.15,-0.88,9.06,13.25,13.45,10.45,9.38,
10-Year Average,-2.45,-2.84,-5.21,-11.66,-13.15,2.28,0.88,0.61,3.43,4.12,
