Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,10.72,1.07,-2.86,-2.01,-25.48,9.4
3-Year Average,,,,,,,,2.82,-1.28,-10.82,
5-Year Average,,,,,,,,,,-4.51,
10-Year Average,,,,,,,,,,,
