Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,
COGS,30.35,49.47,39.18,43.54,26.31,18.96,60.61,54.72,198.95,,
Gross Margin,69.65,50.53,60.82,56.46,73.69,81.04,39.39,45.28,-98.95,,
SG&A,572.69,524.75,427.58,467.72,497.08,891.95,870.61,521.67,,,
R&D,,,,,,,,,,,
Other,150.01,497.24,297.3,584.79,,,,,,,
Operating Margin,-653.04,-971.46,-664.05,-996.05,,,,,,,
Net Int Inc & Other,,,63.87,716.78,550.93,804.88,82.85,,,,
EBT Margin,,562.15,-600.17,-279.27,,,,,,,
