Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-14.85,-7.84,-7.17,2.75,3.53,6.19,5.43,5.54,6.42,6.86,8.08
3-Year Average,1.9,-4.37,-10.02,-4.2,-0.42,4.15,5.04,5.72,5.8,6.27,
5-Year Average,5.84,1.92,-1.97,-3.56,-4.97,-0.68,2.03,4.68,5.42,6.09,
10-Year Average,12.34,8.96,5.58,4.05,2.77,2.53,1.97,1.3,0.83,0.41,
