Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-3.57,-54.91,91.21,51.74,-17.68,35.03,28.02,14.15,11.91,36.15,51.81
3-Year Average,18.1,-12.08,-5.97,9.37,33.67,19.03,12.48,25.43,17.82,20.26,
5-Year Average,26.79,3.58,7.27,14.54,0.76,7.78,32.79,19.77,12.7,24.63,
10-Year Average,8.93,5.59,5.66,7.86,10.95,16.9,17.28,13.35,13.62,12.06,
