Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,,4.9,2.51,3.28,4.02,5.05,7.84,9.47
Free Cash Flow/Sales %,,,,,12.6,14.69,6.27,-4.81,2.7,6.31,-1.6
Free Cash Flow/Net Income,,,,,6.3,1.47,1.34,-2.88,0.35,0.88,0.86
