Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,23.21,16.8,17.77,22.69,20.48,17.97,18.58,19.31,19.75,23.34,21.34
Gross Margin,76.79,83.2,82.23,77.31,79.52,82.03,81.42,80.69,80.25,76.66,78.66
SG&A,32.27,30.1,29.74,29.12,28.8,27.76,27.83,28.42,30.31,28.09,27.93
R&D,16.71,17.76,15.69,14.55,14.22,13.69,12.95,16.92,15.74,14.9,14.98
Other,12.28,15.27,15.15,19.11,15.67,12.66,11.21,8.14,7.63,7.68,8.94
Operating Margin,15.53,20.07,21.65,14.53,20.82,27.93,29.44,27.21,26.56,25.99,26.81
Net Int Inc & Other,3.63,,,,-2.01,-7.36,1.03,-2.54,-8.21,-10.18,-3.7
EBT Margin,19.16,20.07,21.65,14.53,18.81,20.57,30.47,24.67,18.35,15.81,23.11
