Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,40.25,,,,,,,85.52,36.66,39.16,
3-Year Average,35.8,,,-55.81,,,132.97,,,52.24,
5-Year Average,20.39,,,-36.26,,,,,100.08,,
10-Year Average,32.94,,,-13.95,,,9.85,17.63,12.93,18.37,
