Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,70.95,71.54,66.21,71.63,69.04,69.37,69.03,69.82,66.94,64.51,66.39
Gross Margin,29.05,28.46,33.79,28.37,30.96,30.63,30.97,30.18,33.06,35.49,33.61
SG&A,15.87,17.37,21.38,16.81,18.29,18.82,19.15,18.37,19.47,21.45,20.71
R&D,,,,,,,,,,,
Other,2.51,2.69,3.0,2.38,2.63,2.95,2.74,2.75,2.7,3.04,2.79
Operating Margin,8.09,8.4,9.41,9.17,10.04,8.86,9.08,9.06,10.9,10.99,10.11
Net Int Inc & Other,0.5,0.47,0.44,0.28,0.32,0.33,0.34,0.25,0.23,0.27,0.25
EBT Margin,8.59,8.87,9.84,9.45,10.36,9.19,9.42,9.31,11.13,11.26,10.36
