Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,72.12,74.54,76.94,73.63,74.89,74.26,73.86,72.39,70.13,68.6,68.47
Gross Margin,27.88,25.46,23.06,26.37,25.11,25.74,26.14,27.61,29.87,31.4,31.53
SG&A,17.99,19.31,22.24,20.46,19.52,19.19,18.7,17.7,19.49,17.11,17.39
R&D,,,,,,,,,,,
Other,,22.61,,,,,,,,,
Operating Margin,9.89,-16.47,0.82,5.91,5.59,6.56,7.44,9.9,10.38,14.29,14.14
Net Int Inc & Other,-1.92,-2.17,-2.27,-2.28,-2.05,-1.3,-1.38,-1.4,-1.1,-0.43,-0.33
EBT Margin,7.96,-18.64,-1.45,3.62,3.54,5.26,6.06,8.51,9.28,13.85,13.81
