Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,-7.26,-10.43,47.57,17.11,11.8,11.06,11.31,-7.72,6.0
3-Year Average,,,,,7.02,15.68,24.55,13.29,11.39,4.49,
5-Year Average,,,,,,,9.92,13.96,19.02,8.35,
10-Year Average,,,,,,,,,,,
