Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,73.88,72.12,72.56,69.97,68.06,67.1,67.21,66.8,66.2,66.06,67.78
Gross Margin,26.12,27.88,27.44,30.03,31.94,32.9,32.79,33.2,33.8,33.94,32.22
SG&A,21.63,22.42,22.64,22.54,22.12,20.93,20.51,19.94,19.09,18.95,19.17
R&D,,,,,,,,,,,
Other,3.05,7.43,3.15,2.3,1.96,1.91,2.04,1.94,2.0,2.03,2.91
Operating Margin,1.43,-1.97,1.65,5.19,7.86,10.06,10.24,11.31,12.71,12.95,10.14
Net Int Inc & Other,-2.35,0.06,-0.14,-0.1,-0.12,-0.24,-0.05,,-1.42,-0.03,
EBT Margin,-0.92,-1.91,1.5,5.09,7.74,9.82,10.19,11.31,11.29,12.93,10.14
