Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,5.86,-26.23,27.53,4.61,-0.25,4.88,14.59,2.65,0.82,-0.75,14.24
3-Year Average,-1.53,-8.17,-0.14,-0.53,9.99,3.05,6.23,7.25,5.85,0.9,
5-Year Average,13.33,-2.99,-2.13,0.65,0.77,0.58,9.84,5.18,4.41,4.3,
10-Year Average,13.92,10.37,5.51,4.76,10.05,6.77,3.22,1.46,2.51,2.52,
