Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,11.4,21.46,,10.37,0.88,,,11.24,22.37,4.85,14.03
3-Year Average,18.6,19.56,10.6,10.26,3.65,,-0.69,2.6,,12.59,
5-Year Average,17.58,19.61,15.17,13.53,8.54,,1.57,3.76,5.92,6.74,
10-Year Average,15.05,15.74,10.96,11.76,11.44,,10.22,9.32,9.66,7.64,
