Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,21.57,11.83,2.4,9.39,12.45,40.08,-27.79,15.09,15.08,2.28,-5.56
3-Year Average,32.75,21.49,11.66,7.8,8.0,19.88,4.38,5.2,-1.47,10.65,
5-Year Average,27.14,25.62,21.79,14.97,11.36,14.56,4.96,7.44,8.54,6.5,
10-Year Average,27.22,23.11,20.78,18.83,18.25,20.68,14.83,14.39,11.71,8.9,
