Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,16.04,10.55,5.84,2.84,2.45,7.03,3.4,
3-Year Average,,,,,,10.73,6.36,3.7,4.09,4.27,
5-Year Average,,,,,,,,7.42,5.7,4.3,
10-Year Average,,,,,,,,,,,
