Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,-891.0,,605.0,,,,503.0,,-175.0,
Free Cash Flow Growth % YOY,,,,,-639.0,,,,,,
Cap Ex as a % of Sales,179.98,7.6,6.39,29.41,36.36,66.27,60.34,51.77,83.93,7.58,10.84
Free Cash Flow/Sales %,-126.86,31.83,38.92,15.32,8.29,-26.06,-12.87,-6.58,-41.58,32.13,29.89
Free Cash Flow/Net Income,-3.38,1.32,1.36,0.62,0.39,-1.77,-0.71,-0.38,-3.27,1.7,0.91
