Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,8.67,20.98,31.67,17.47,-6.01,26.57,4.13,11.16,-12.97,40.2,
Free Cash Flow Growth % YOY,1.53,29.76,45.57,16.86,-8.85,27.46,2.53,9.58,-23.88,49.18,
Cap Ex as a % of Sales,5.19,4.39,3.39,3.36,3.18,3.41,3.41,3.38,3.84,3.82,3.53
Free Cash Flow/Sales %,13.47,15.04,20.15,19.27,15.08,16.84,15.42,14.17,9.23,11.54,10.96
Free Cash Flow/Net Income,1.06,1.1,1.35,1.33,1.08,1.2,1.06,1.11,1.03,1.99,-14.06
