Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,22.77,-5.03,-11.55,26.46,16.05,10.03,15.28,14.29,5.49,0.53,11.79
3-Year Average,20.39,11.86,1.03,2.04,9.09,17.32,13.75,13.17,11.6,6.62,
5-Year Average,19.2,16.2,7.95,9.38,8.64,6.29,10.49,16.3,12.15,8.98,
10-Year Average,11.43,9.1,6.09,6.92,10.33,12.56,13.31,12.04,10.76,8.81,
