Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,30.27,31.76,31.43,20.4,19.84,29.56,29.88,30.89,31.37,31.64,31.36
Gross Margin,69.73,68.24,68.57,79.6,80.16,70.44,70.12,69.11,68.63,68.36,68.64
SG&A,5.5,5.14,4.15,4.46,5.26,5.14,5.02,4.71,4.79,4.17,4.08
R&D,,,,,,,,,,,
Other,21.04,21.34,24.72,32.83,33.8,23.39,25.23,24.9,23.49,24.15,24.85
Operating Margin,43.19,41.76,39.69,42.31,41.09,41.91,39.87,39.5,40.34,40.04,39.71
Net Int Inc & Other,-43.19,-41.76,-39.69,-19.08,-17.45,-18.3,-18.25,-15.03,-14.79,-11.8,-11.67
EBT Margin,,,,23.23,23.65,23.6,21.62,24.47,25.55,28.25,28.04
