Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,26.13,20.13,,17.56,16.96,38.5,28.54,28.11,28.5,29.84,31.67
Gross Margin,73.87,79.87,,99.13,83.04,61.5,71.46,71.89,-71.5,70.16,68.33
SG&A,14.22,12.83,13.28,13.56,,3.83,,,,,
R&D,,,,,,,,,,,
Other,1.52,33.26,51.0,25.73,36.29,-1.13,20.67,18.03,-1.0,2.97,18.75
Operating Margin,122.71,56.59,,75.84,82.25,99.34,50.79,53.86,-70.5,67.19,49.58
Net Int Inc & Other,-23.98,-54.36,17.75,-33.35,-34.91,-43.4,-27.25,-72.42,114.62,-25.53,-1.29
EBT Margin,98.72,2.22,17.75,42.49,47.34,55.94,23.54,-18.55,44.13,41.66,48.29
