Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-57.88,-0.49,6.55,-4.38,21.22,45.57,51.02,-58.48,-23.81,3.66,
3-Year Average,-10.5,0.08,-23.57,0.46,7.29,19.05,38.64,-3.0,-21.83,-31.04,
5-Year Average,-2.25,15.69,-5.34,0.42,-12.34,12.34,22.11,1.13,-3.36,-6.34,
10-Year Average,13.92,9.23,10.51,8.28,2.54,4.79,18.86,-2.16,-1.49,-9.39,
