Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,17.12,11.15,6.52,-9.44,19.49,9.24,1.56,-1.15,6.45,31.85,
Free Cash Flow Growth % YOY,26.17,11.52,8.74,-8.67,24.37,11.46,3.1,-5.08,-3.67,34.85,
Cap Ex as a % of Sales,4.48,4.54,4.01,3.53,3.08,2.75,2.33,2.82,3.63,4.22,3.98
Free Cash Flow/Sales %,21.33,22.02,22.1,20.59,24.54,26.68,26.83,21.38,14.47,18.94,14.58
Free Cash Flow/Net Income,1.29,1.55,1.13,1.03,1.1,1.28,1.49,1.62,1.18,1.4,0.86
