Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,21.59,-45.17,75.0,-74.03,445.0,34.63,-70.36,202.87,30.74,-1.45,95.51
3-Year Average,41.21,-1.65,5.27,-37.07,35.31,23.98,29.56,6.52,5.49,57.44,
5-Year Average,24.34,,21.99,-15.44,10.55,12.83,-0.23,11.34,53.82,9.26,
10-Year Average,,15.13,17.39,-3.13,27.64,18.45,,16.54,14.05,9.91,
