Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,90.33,90.71,90.2,93.42,93.04,92.2,92.19,92.14,91.74,91.4,91.35
Gross Margin,9.67,9.29,9.8,6.58,6.96,7.8,7.81,7.86,8.26,8.6,8.65
SG&A,3.86,3.46,3.75,1.97,1.94,4.82,4.4,4.28,3.99,3.52,3.24
R&D,,,,,,,,,,,
Other,90.33,90.71,90.2,93.42,93.04,92.2,92.19,92.14,91.74,91.4,91.35
Operating Margin,5.81,5.83,6.06,4.6,5.02,2.98,3.41,3.57,4.26,5.07,5.41
Net Int Inc & Other,-0.64,-0.3,-0.76,-0.36,-0.62,-0.63,-0.5,-0.53,-0.47,-0.66,-0.55
EBT Margin,5.17,5.52,5.29,4.24,4.39,2.35,2.91,3.04,3.8,4.41,4.86
