Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,25.9,5.69,47.74,16.68,21.09,8.06,10.15,24.07
3-Year Average,49.8,,211.28,20.65,,25.27,22.14,27.8,15.15,12.96,
5-Year Average,42.74,,36.21,39.39,109.27,22.36,,22.67,18.98,19.97,
10-Year Average,,,37.32,23.89,22.32,32.16,,29.26,28.78,58.45,
