Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,3.12,-2.89,0.63,12.44,12.13,11.69,3.23,7.7,6.89,2.22,2.46
3-Year Average,7.37,3.54,0.26,3.19,8.26,12.09,8.94,7.48,5.92,5.58,
5-Year Average,8.12,5.72,3.88,4.66,4.91,6.59,7.9,9.38,8.28,6.29,
10-Year Average,6.17,5.48,5.35,5.78,6.8,7.35,6.81,6.59,6.46,5.6,
