Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,63.62,-5.0,-8.82,-19.0,-13.02,9.1,-4.99,20.31,-20.42,13.52,6.37
3-Year Average,49.66,36.6,12.33,-11.14,-13.71,-8.4,-3.39,7.64,-3.11,2.82,
5-Year Average,38.59,30.59,23.77,13.49,-0.03,-7.81,-7.81,-2.55,-2.9,2.41,
10-Year Average,,,25.28,17.28,15.48,13.03,9.72,9.82,4.98,1.19,
