Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,22.82,36.65,4.7,23.06,27.96,24.33,0.76,32.48,2.37,16.63,2.35
3-Year Average,22.34,25.69,20.67,20.75,18.14,25.1,17.03,18.4,10.97,16.51,
5-Year Average,17.58,28.99,21.24,20.67,22.58,22.88,15.61,21.18,16.8,14.65,
10-Year Average,24.84,24.98,,,22.28,20.2,22.12,21.21,18.72,18.55,
