Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,7.05,4.19,5.91,3.0,10.19,,,,,
Free Cash Flow/Sales %,-19.16,-99.15,-34.68,-69.92,-31.82,-362.97,,,,,
Free Cash Flow/Net Income,0.42,2.24,0.95,0.96,3.1,1.36,0.92,0.74,0.21,0.53,0.68
