Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-24.84,-9.32,-22.43,20.48,28.0,-20.05,22.48,-29.26,52.26,-23.21,-20.0
3-Year Average,-8.49,-17.13,-19.14,-5.37,6.16,7.23,7.82,-11.52,9.67,-6.13,
5-Year Average,-0.66,,-11.63,-11.86,-4.0,-2.81,3.21,1.33,6.19,-4.13,
10-Year Average,-0.57,-4.52,-8.58,-8.31,-6.25,-1.74,,-5.37,-3.26,-4.07,
