Key Net Income %,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Year over Year,,,,,,237.77,,,,,
3-Year Average,,,,,,,,-24.17,,,
5-Year Average,,,,,,,,,,,
10-Year Average,,,,,,,,8.35,,,
