Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.33,7.1,-6.76,-0.49,7.29,-15.57,5.89,2.24,-2.89,2.04,-1.91
3-Year Average,5.13,3.93,0.72,-0.21,-0.15,-3.4,-1.38,-2.95,1.69,0.44,
5-Year Average,5.67,3.31,3.02,0.82,1.76,-2.08,-2.3,-0.49,-0.97,-1.96,
10-Year Average,14.1,5.62,4.56,3.57,2.81,1.72,0.47,1.25,-0.08,-0.12,
