Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,14.18,47.71,2.21,20.35,26.62,28.41,,32.74,2.67,20.13,6.12
3-Year Average,21.17,27.13,19.9,22.03,15.92,25.08,17.59,19.45,10.87,17.86,
5-Year Average,18.67,30.81,21.85,20.37,21.31,24.19,14.87,21.03,17.25,16.02,
10-Year Average,21.13,22.17,,6.51,,21.4,22.58,21.44,18.8,18.64,
