Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,49.37,-8.37,13.39,42.02,8.55,10.03,0.02,-8.75,-2.45,
3-Year Average,,32.52,24.69,15.78,13.85,20.47,19.26,6.11,0.14,-3.8,
5-Year Average,,22.51,15.75,19.31,25.57,19.06,12.0,13.98,9.14,1.24,
10-Year Average,,,,,15.99,16.59,17.14,14.87,14.11,12.75,
