Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,111.0,,,,
Free Cash Flow Growth % YOY,,,,,,,442.0,-890.0,,,
Cap Ex as a % of Sales,4.14,2.68,2.03,2.56,5.51,4.6,3.76,2.09,3.11,3.42,4.72
Free Cash Flow/Sales %,-21.47,52.59,78.89,29.04,55.6,30.97,33.53,29.47,31.45,31.11,33.59
Free Cash Flow/Net Income,-5.65,-10.35,-0.62,2.47,2.67,1.38,1.42,1.31,1.36,1.54,1.44
