Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,,,,,,68.95,34.24,34.24
Free Cash Flow/Sales %,,,,,,,,,-55.77,-3.69,-3.69
Free Cash Flow/Net Income,0.82,-1.61,-0.51,-3.43,4.58,2.09,0.39,2.44,2.08,0.15,0.15
