Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,56.78,60.77,53.91,48.01,37.27,34.23,33.41,34.6,33.98,36.23,35.4
Gross Margin,43.22,39.23,46.09,51.99,62.73,65.77,66.59,65.4,66.02,63.77,64.6
SG&A,17.38,24.29,21.94,20.04,21.05,23.46,23.91,25.61,23.89,27.91,28.13
R&D,9.3,19.56,14.65,14.08,13.23,12.44,12.74,12.95,13.85,14.5,14.81
Other,,3.07,10.1,7.33,0.53,,,,,,
Operating Margin,16.55,-7.7,-0.61,10.55,27.93,29.88,29.94,26.84,28.28,21.37,21.65
Net Int Inc & Other,1.77,1.52,0.42,0.52,0.06,0.14,-1.16,-4.58,-4.25,-4.63,-3.52
EBT Margin,18.32,-6.18,-0.19,11.06,27.99,30.02,28.78,22.25,24.04,16.74,18.13
