Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,45.93,43.62,42.84,45.18,44.38,45.46,46.57,46.44,45.51,43.37,43.37
Gross Margin,54.07,56.38,57.16,54.82,55.62,54.54,53.43,53.56,54.49,56.63,56.63
SG&A,10.46,10.51,11.47,11.09,11.86,13.22,11.65,11.88,12.07,11.86,11.86
R&D,,,,,,,,,,,
Other,1.68,1.83,1.82,3.34,2.6,2.37,2.68,2.0,2.44,2.55,2.55
Operating Margin,41.93,44.04,43.87,40.39,41.16,38.94,39.1,39.67,39.97,42.23,42.23
Net Int Inc & Other,-12.99,-11.08,-13.56,-21.37,-12.46,-15.64,-20.2,-16.15,-15.75,-18.33,-18.33
EBT Margin,28.95,32.96,30.31,19.02,28.69,23.31,18.9,23.52,24.22,23.9,23.9
