Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,9.62,7.79,-3.76,2.15,5.75,3.16,-2.17,1.18,-2.2,-1.11,1.95
3-Year Average,11.37,9.82,4.38,1.95,1.3,3.67,2.19,0.7,-1.08,-0.72,
5-Year Average,12.3,10.88,7.46,5.42,4.2,2.94,0.97,1.98,1.1,-0.25,
10-Year Average,,,,,9.02,7.52,5.81,4.68,3.24,1.95,
