Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-15.05,-43.46,17.16,28.03,22.89,21.46,25.33,25.27,15.92,18.13,15.0
3-Year Average,1.6,-21.02,-17.44,-5.34,22.61,24.09,23.22,24.01,22.09,19.71,
5-Year Average,8.72,-6.55,-7.03,-5.87,-2.41,4.83,22.92,24.57,22.12,21.16,
10-Year Average,16.38,6.61,4.61,6.21,6.71,6.76,7.18,7.62,7.22,8.74,
