Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,61.3,35.97,18.63,18.94,31.44,14.1,12.28,19.92,16.3,38.47,
Free Cash Flow Growth % YOY,101.02,62.91,54.82,-16.97,57.54,19.94,-15.32,1.03,41.1,60.31,
Cap Ex as a % of Sales,14.48,10.82,3.42,13.7,9.07,7.11,13.25,16.6,13.22,11.31,11.43
Free Cash Flow/Sales %,20.32,25.21,35.97,24.09,29.35,28.99,20.36,17.3,21.48,28.61,23.21
Free Cash Flow/Net Income,0.8,1.3,1.3,0.83,1.14,1.24,0.89,0.81,0.99,1.33,1.16
