Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,13.5,-3.22,10.02,0.96,-5.41,-6.7,-0.75,-7.27,-53.33,9.82
3-Year Average,,10.94,7.72,6.52,2.44,1.66,-3.77,-4.32,-4.95,-24.55,
5-Year Average,,10.13,7.47,7.77,6.78,2.91,-1.05,-0.55,-3.89,-17.63,
10-Year Average,,9.66,10.46,9.96,10.9,7.84,4.39,3.38,1.77,-6.22,
