Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,7.7,-15.18,-19.12,9.0,5.67,-1.48,9.43,-1.93,3.8,1.5,1.41
3-Year Average,0.16,-6.17,-9.6,-9.23,-2.34,4.3,4.44,1.88,3.66,1.1,
5-Year Average,1.08,-2.28,-7.17,-6.15,-3.18,-4.89,0.09,4.02,3.01,2.18,
10-Year Average,1.16,0.13,-3.13,-2.73,-1.74,-1.95,-1.11,-1.74,-1.68,-0.53,
